name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,year,keywords,keywordCount,manaValue,power,toughness,coreStats,defense,colors,isMulticolor,text,commanderLegal,edhrecRank
the flood of mars,creature — alien zombie horror,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Islandwalk', 'Landwalk', 'Water Always Wins']",3,4.0,3.0,3.0,10.0,,['U'],False,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Water Always Wins - Whenever this creature attacks, put a flood counter on another target creature or land. If it's a creature, it becomes a copy of this creature. If it's a land, it becomes an Island in addition to its other types.",True,7630.0
hunted by the family,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,7.0,,,7.0,,['U'],False,"Choose up to four target creatures you don't control. For each of them, that creature's controller faces a villainous choice - That creature becomes a 1/1 white Human creature and loses all abilities, or you create a token that's a copy of it.",True,9393.0
"k-9, mark i",legendary artifact creature — robot dog,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Affirmative', ""Doctor's companion"", 'Negative']",3,1.0,1.0,1.0,3.0,,['U'],False,"Negative - As long as K-9 is untapped, other legendary creatures you control have ward {1}.
Affirmative - {1}{U}, {T}: Target legendary creature can't be blocked this turn.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,3030.0
martha jones,legendary creature — human cleric,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Investigate', 'Woman Who Walked the Earth']",3,3.0,3.0,2.0,8.0,,['U'],False,"Woman Who Walked the Earth - When Martha Jones enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice a Clue, Martha Jones and up to one other target creature can't be blocked this turn.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,7662.0
nanogene conversion,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,4.0,,,4.0,,['U'],False,"Choose target creature you control. Each other creature becomes a copy of that creature until end of turn, except it isn't legendary.",True,4134.0
"nardole, resourceful cyborg",legendary artifact creature — scientist,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Undying']",2,2.0,1.0,2.0,5.0,,['U'],False,"{T}: Add {U} for each counter on Nardole. Spend this mana only to cast noncreature spells.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,14435.0
nyssa of traken,legendary creature — human scientist,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Sonic Booster']",2,4.0,3.0,4.0,11.0,,['U'],False,"You have no maximum hand size.
Sonic Booster - Whenever Nyssa of Traken attacks, sacrifice any number of artifacts. When you sacrifice one or more artifacts this way, tap up to that many target creatures and draw that many cards.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11557.0
"osgood, operation double",legendary creature — human alien shapeshifter,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Investigate', 'Paradox']",2,4.0,2.0,2.0,8.0,,['U'],False,"When you cast this spell, create a token that's a copy of it, except it isn't legendary.
{T}: Add {C}. Spend this mana only to cast an artifact spell or activate an ability of an artifact.
Paradox - Whenever you cast a spell from anywhere other than your hand, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",True,11778.0
quantum misalignment,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,['Rebound'],1,5.0,,,5.0,,['U'],False,"Create a token that's a copy of target creature you control, except it isn't legendary.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",True,1964.0
reverse the polarity,instant,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,3.0,,,3.0,,['U'],False,"Choose one -
• Counter all other spells.
• Switch each creature's power and toughness until end of turn.
• Creatures can't be blocked this turn.",True,4376.0
traverse eternity,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,4.0,,,4.0,,['U'],False,"Draw cards equal to the greatest mana value among historic permanents you control. (Artifacts, legendaries, and Sagas are historic.)",True,7379.0
dalek drone,artifact creature — dalek,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Exterminate!', 'Flying', 'Menace']",3,5.0,3.0,3.0,11.0,,['B'],False,"Flying, menace
Exterminate! - When this creature enters, destroy target creature an opponent controls. That player loses 3 life.",True,6618.0
doomsday confluence,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,1.0,,,1.0,,['B'],False,"Choose X. You may choose the same mode more than once.
• Each player sacrifices a nonartifact creature of their choice.
• Create a 3/3 black Dalek artifact creature token with menace.
• Each opponent discards a card.",True,8353.0
this is how it ends,instant,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,4.0,,,4.0,,['B'],False,"Target creature's owner shuffles it into their library, then faces a villainous choice - They lose 5 life, or they shuffle another creature they own into their library.",True,8140.0
time reaper,creature — alien horror,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Consume Anomaly', 'Flying', 'Haste']",3,5.0,4.0,4.0,13.0,,['B'],False,"Flying, haste
Consume Anomaly - Whenever this creature deals combat damage to a player, put target face-up card they own in exile on the bottom of their library. If you do, you gain 3 life.",True,19455.0
the toymaker's trap,enchantment,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,3.0,,,3.0,,['B'],False,"At the beginning of your upkeep, secretly choose a number between 1 and 5 that hasn't been chosen. If you do, an opponent guesses which number you chose, then you reveal the number you chose. If they guessed wrong, they lose life equal to the number they guessed and you draw a card. If they guessed right, sacrifice this enchantment.",True,12777.0
vashta nerada,creature — alien horror,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Indestructible', 'Morbid', 'Shadow']",3,3.0,1.0,1.0,5.0,,['B'],False,"Indestructible
Shadow (This creature can block or be blocked by only creatures with shadow.)
Morbid - At the beginning of each end step, if a creature died this turn, put a +1/+1 counter on this creature.",True,4807.0
vislor turlough,legendary creature — rogue,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Deal with the Black Guardian', ""Doctor's companion"", 'Goad']",3,4.0,2.0,5.0,11.0,,['B'],False,"Deal with the Black Guardian - When Vislor Turlough enters, you may have an opponent gain control of it. If you do, it's goaded for as long as they control it.
At the beginning of your end step, draw a card, then you lose life equal to the number of cards in your hand.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11445.0
amy pond,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Partner', 'Partner with']",3,3.0,2.0,2.0,7.0,,['R'],False,"Partner with Rory Williams (When this creature enters, target player may put Rory into their hand from their library, then shuffle.)
Whenever Amy Pond deals combat damage to a player, choose a suspended card you own and remove that many time counters from it.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11863.0
bill potts,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,4.0,2.0,4.0,10.0,,['R'],False,"Whenever you cast an instant or sorcery spell that targets only Bill Potts or activate an ability that targets only Bill Potts, copy that spell or ability. You may choose new targets for the copy. This ability triggers only once each turn.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,20945.0
dan lewis,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,2.0,2.0,2.0,6.0,,['R'],False,"Noncreature, non-Equipment artifacts you control are Equipment in addition to their other types and have ""Equipped creature gets +1/+0"" and equip {1}.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,16712.0
delete,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,['R'],False,Delete deals X damage to each nonartifact creature and each player.,True,4869.0
donna noble,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Soulbond']",2,4.0,2.0,4.0,10.0,,['R'],False,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
Whenever Donna Noble or a creature it's paired with is dealt damage, Donna Noble deals that much damage to target opponent.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,9998.0
ecstatic beauty,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,['Suspend'],1,3.0,,,3.0,,['R'],False,"Exile the top three cards of your library. You may play those cards until end of turn. Put four time counters on each of those cards that has suspend.
Suspend 4-{R}",True,9433.0
ensnared by the mara,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,4.0,,,4.0,,['R'],False,"Each opponent faces a villainous choice - They exile cards from the top of their library until they exile a nonland card, then you may cast that card without paying its mana cost, or that player exiles the top four cards of their library and Ensnared by the Mara deals damage equal to the total mana value of those exiled cards to that player.",True,3426.0
flaming tyrannosaurus,creature — dinosaur,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Menace', 'Paradox']",2,7.0,5.0,5.0,17.0,,['R'],False,"Menace
Paradox - Whenever you cast a spell from anywhere other than your hand, this creature deals 3 damage to any target. Then put a +1/+1 counter on this creature.
When this creature dies, it deals damage equal to its power to each opponent.",True,2964.0
impending flux,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Foretell', 'Paradox']",2,3.0,,,3.0,,['R'],False,"Paradox - Impending Flux deals X damage to each opponent and each creature they control, where X is 1 plus the number of spells you've cast from anywhere other than your hand this turn.
Foretell {1}{R}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",True,8460.0
into the time vortex,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Cascade', 'Rebound']",2,5.0,,,5.0,,['R'],False,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",True,5334.0
return the past,enchantment,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,6.0,,,6.0,,['R'],False,"During your turn, each instant and sorcery card in your graveyard has flashback. Its flashback cost is equal to its mana cost.",True,8163.0
rms titanic,legendary artifact — vehicle,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Crew', 'Flying', 'Trample', 'Treasure']",4,4.0,7.0,1.0,12.0,,['R'],False,"Flying, trample
When RMS Titanic deals combat damage to a player, sacrifice it and create that many Treasure tokens.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",True,4793.0
ryan sinclair,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,3.0,2.0,2.0,7.0,,['R'],False,"Whenever Ryan attacks, exile cards from the top of your library until you exile a nonland card. You may cast the exiled card without paying its mana cost if it's a spell with mana value less than or equal to Ryan's power. Put the exiled cards not cast this way on the bottom of your library in a random order.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11797.0
the sound of drums,enchantment — aura,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Enchant', 'Goad']",2,3.0,,,3.0,,['R'],False,"Enchant creature
Enchanted creature is goaded.
If enchanted creature would deal combat damage to a permanent or player, it deals double that damage instead.
{2}{R}: Return this card from your graveyard to your hand.",True,3289.0
yasmin khan,legendary creature — human detective,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,4.0,3.0,3.0,10.0,,['R'],False,"{T}: Exile the top card of your library. Until your next end step, you may play it.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,13475.0
"ace, fearless rebel",legendary creature — human rebel,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Fight', 'Nitro-9']",3,4.0,2.0,2.0,8.0,,['G'],False,"Nitro-9 - Whenever Ace attacks, you may sacrifice an artifact. When you do, put a +1/+1 counter on Ace, then it fights up to one target creature defending player controls.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,18688.0
the five doctors,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,['Kicker'],1,6.0,,,6.0,,['G'],False,"Kicker {5} (You may pay an additional {5} as you cast this spell.)
Search your library and/or graveyard for up to five Doctor cards, reveal them, and put them into your hand. If you search your library this way, shuffle. If this spell was kicked, put those cards onto the battlefield instead of putting them into your hand.",True,13063.0
the foretold soldier,creature — alien zombie soldier,rare,Doctor Who,WHO,True,2023-10-13,2023,['Foretell'],1,4.0,6.0,6.0,16.0,,['G'],False,"This creature must be blocked if able.
This creature can't be blocked by more than one creature.
Whenever this creature deals damage, exile it face down. It becomes foretold.
Foretell {1}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",True,9528.0
graham o'brien,legendary creature — human pilot,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Food', 'Paradox']",3,2.0,2.0,2.0,6.0,,['G'],False,"Paradox - Whenever you cast a spell from anywhere other than your hand, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,13151.0
jamie mccrimmon,legendary creature — human warrior,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Trample']",2,3.0,2.0,2.0,7.0,,['G'],False,"Trample
Whenever you cast a historic spell, Jamie McCrimmon gets +X/+X until end of turn, where X is that spell's mana value. (Artifacts, legendaries, and Sagas are historic.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,13543.0
"leela, sevateem warrior",legendary creature — human warrior,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,4.0,3.0,3.0,10.0,,['G'],False,"Whenever an opponent draws a card except the first one they draw in each of their draw steps, put a +1/+1 counter on Leela.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,16319.0
sisterhood of karn,creature — cleric,rare,Doctor Who,WHO,True,2023-10-13,2023,['Paradox'],1,2.0,0.0,0.0,2.0,,['G'],False,"This creature enters with a +1/+1 counter on it.
Paradox - Whenever you cast a spell from anywhere other than your hand, double the number of +1/+1 counters on this creature.",True,10175.0
susan foreman,legendary creature — time lord,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,2.0,1.0,1.0,4.0,,['G'],False,"If you would planeswalk, instead look at the top two cards of your planar deck, put one on the bottom of your planar deck and the other on top, then planeswalk.
{T}: Add {G}.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,16797.0
